uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
IMR-3004600000-201701,"3004.60.00.00 - Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",3004.60.00.00,"Medicaments,containing antimalarial active principles,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,IM-3004600000-201701,"3004.60.00.00 - Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",3004.60.00.00,"Medicaments,containing antimalarial active principles,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0288,IM_0168
IMR-3004900011-199801,"3004.90.00.11 - Mixtures of amino acids, nes, in dosage",3004.90.00.11,"Mixtures of amino acids, not elsewhere specified, in dosage",1998-01,2001-12,IM-3004901010-198801,"3004.90.00.11 - Mixtures amino acids,nes,in doses/packings for retail sale,o/t No 30.02/05/06",3004.90.00.11,"Mixtures amino acids,not elsewhere specified,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0290,IM_0169
IMR-3004900011-200201,"3004.90.00.11 - Mixtures amino acids,nes,in doses/packings for retail sale,o/t No 30.02/05/06",3004.90.00.11,"Mixtures amino acids,not elsewhere specified,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2026-06,IM-3004901010-198801,"3004.90.00.11 - Mixtures amino acids,nes,in doses/packings for retail sale,o/t No 30.02/05/06",3004.90.00.11,"Mixtures amino acids,not elsewhere specified,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0289,IM_0169
IMR-3004900012-199801,"3004.90.00.12 - Dextrose (glucose) solutions, in dosage",3004.90.00.12,"Dextrose (glucose) solutions, in dosage",1998-01,2001-12,IM-3004901020-198801,"3004.90.00.12 - Dextrose (glucose) solutions,in doses/pack for retail sale,o/t No 30.02/05/06",3004.90.00.12,"Dextrose (glucose) solutions,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0291,IM_0170
IMR-3004900012-200201,"3004.90.00.12 - Dextrose (glucose) solutions,in doses/pack for retail sale,o/t No 30.02/05/06",3004.90.00.12,"Dextrose (glucose) solutions,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2026-06,IM-3004901020-198801,"3004.90.00.12 - Dextrose (glucose) solutions,in doses/pack for retail sale,o/t No 30.02/05/06",3004.90.00.12,"Dextrose (glucose) solutions,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0292,IM_0170
IMR-3004900019-199801,"3004.90.00.19 - Mx of amino acids & protein hydrolysates, etc, in dosage, nes",3004.90.00.19,"Mixtures of amino acids & protein hydrolysates, etc, in dosage, not elsewhere specified",1998-01,2001-12,IM-3004901090-198801,"3004.90.00.19 - Mixt amino acids & protein hydrolysates,etc,in doses/frs,o/t No 30.02/05/06,nes",3004.90.00.19,"Mixtures amino acids & protein hydrolysates,etc,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0294,IM_0171
IMR-3004900019-200201,"3004.90.00.19 - Mixt amino acids & protein hydrolysates,etc,in doses/frs,o/t No 30.02/05/06,nes",3004.90.00.19,"Mixtures amino acids & protein hydrolysates,etc,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2002-01,2026-06,IM-3004901090-198801,"3004.90.00.19 - Mixt amino acids & protein hydrolysates,etc,in doses/frs,o/t No 30.02/05/06,nes",3004.90.00.19,"Mixtures amino acids & protein hydrolysates,etc,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0293,IM_0171
IMR-3004900020-199801,"3004.90.00.20 - Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage (Terminated 2011-12)",3004.90.00.20,"Medicaments containing more than 23% of abs ethyl alc by vol, not elsewhere specified, in dosage",1998-01,2011-12,IM-3004909100-198801,"3004.90.00.79 - Medicaments,for human use,in doses/packings f retail sale,o/t No 30.02/05/06,nes",3004.90.00.79,"Medicaments,for human use,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0295,IM_0172
IMR-3004900021-201804,"3004.90.00.21 - Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",3004.90.00.21,"Medicaments containing cannabis/cannabinoids, therapeutic/prophylactic uses, doses/pack for retail sale",2018-04,2026-06,IM-3004900021-201804,"3004.90.00.21 - Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",3004.90.00.21,"Medicaments containing cannabis/cannabinoids, therapeutic/prophylactic uses, doses/pack for retail sale",active,IMR_0296,IM_0173
IMR-3004900022-201801,"3004.90.00.22 - Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",2018-01,2026-06,IM-3004909911-198801,"3004.90.00.22 - Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0297,IM_0174
IMR-3004900023-201801,"3004.90.00.23 - Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004.90.00.23,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2018-01,2026-06,IM-3004909912-198801,"3004.90.00.23 - Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004.90.00.23,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0298,IM_0175
IMR-3004900024-201801,"3004.90.00.24 - Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",2018-01,2026-06,IM-3004909913-198801,"3004.90.00.24 - Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0299,IM_0176
IMR-3004900025-201801,"3004.90.00.25 - Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",2018-01,2026-06,IM-3004909914-198801,"3004.90.00.25 - Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0300,IM_0177
IMR-3004900026-201801,"3004.90.00.26 - Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.26,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2018-01,2026-06,IM-3004909915-199001,"3004.90.00.26 - Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.26,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0301,IM_0178
IMR-3004900027-201801,"3004.90.00.27 - Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004.90.00.27,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2018-01,2026-06,IM-3004909916-199004,"3004.90.00.27 - Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004.90.00.27,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0302,IM_0179
IMR-3004900029-201801,"3004.90.00.29 - Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.29,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2018-01,2026-06,IM-3004909919-198801,"3004.90.00.29 - Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.29,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0303,IM_0180
IMR-3004900031-199801,"3004.90.00.31 - Analgesics, for human use, in dosage (Terminated 2017-12)",3004.90.00.31,"Analgesics, for human use, in dosage",1998-01,2016-12,IM-3004909911-198801,"3004.90.00.22 - Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0304,IM_0174
IMR-3004900031-201701,"3004.90.00.31 - Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06 (Terminated 2017-12)",3004.90.00.31,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",2017-01,2017-12,IM-3004909911-198801,"3004.90.00.22 - Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0305,IM_0174
IMR-3004900032-199801,"3004.90.00.32 - Antidepressants & tranquilizers, for human use, in dosage (Terminated 2017-12)",3004.90.00.32,"Antidepressants & tranquilizers, for human use, in dosage",1998-01,2001-12,IM-3004909912-198801,"3004.90.00.23 - Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004.90.00.23,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0306,IM_0175
IMR-3004900032-200201,"3004.90.00.32 - Antidepressants and tranquilizers, for human use, in dosage (Terminated 2017-12)",3004.90.00.32,"Antidepressants and tranquilizers, for human use, in dosage",2002-01,2016-12,IM-3004909912-198801,"3004.90.00.23 - Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004.90.00.23,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0308,IM_0175
IMR-3004900032-201701,"3004.90.00.32 - Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06 (Terminated 2017-12)",3004.90.00.32,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2017-12,IM-3004909912-198801,"3004.90.00.23 - Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004.90.00.23,"Antidepressants & tranquilizers,for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0307,IM_0175
IMR-3004900033-199801,"3004.90.00.33 - Antihypertensive agents, for human use, in dosage (Terminated 2017-12)",3004.90.00.33,"Antihypertensive agents, for human use, in dosage",1998-01,2016-12,IM-3004909913-198801,"3004.90.00.24 - Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0309,IM_0176
IMR-3004900033-201701,"3004.90.00.33 - Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06 (Terminated 2017-12)",3004.90.00.33,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2017-12,IM-3004909913-198801,"3004.90.00.24 - Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0310,IM_0176
IMR-3004900034-199801,"3004.90.00.34 - Antihistamines agents, for human use, in dosage (Terminated 2017-12)",3004.90.00.34,"Antihistamines agents, for human use, in dosage",1998-01,2016-12,IM-3004909914-198801,"3004.90.00.25 - Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0311,IM_0177
IMR-3004900034-201701,"3004.90.00.34 - Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06 (Terminated 2017-12)",3004.90.00.34,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",2017-01,2017-12,IM-3004909914-198801,"3004.90.00.25 - Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0312,IM_0177
IMR-3004900035-199801,"3004.90.00.35 - Medicaments, for human use, acting on the nervous system, in dosage, nes (Terminated 2017-12)",3004.90.00.35,"Medicaments, for human use, acting on the nervous system, in dosage, not elsewhere specified",1998-01,2016-12,IM-3004909915-199001,"3004.90.00.26 - Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.26,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0314,IM_0178
IMR-3004900035-201701,"3004.90.00.35 - Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes (Terminated 2017-12)",3004.90.00.35,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2017-01,2017-12,IM-3004909915-199001,"3004.90.00.26 - Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.26,"Agents,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0313,IM_0178
IMR-3004900036-199801,"3004.90.00.36 - Local anaesthetics, for human use, in dosage (Terminated 2017-12)",3004.90.00.36,"Local anaesthetics, for human use, in dosage",1998-01,2016-12,IM-3004909916-199004,"3004.90.00.27 - Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004.90.00.27,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0315,IM_0179
IMR-3004900036-201701,"3004.90.00.36 - Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06 (Terminated 2017-12)",3004.90.00.36,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2017-12,IM-3004909916-199004,"3004.90.00.27 - Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004.90.00.27,"Local anaesthetics, for human use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0316,IM_0179
IMR-3004900039-199801,"3004.90.00.39 - Medicaments, for human use, acting on the central nervous system, in dosage, nes (Terminated 2017-12)",3004.90.00.39,"Medicaments, for human use, acting on the central nervous system, in dosage, not elsewhere specified",1998-01,2016-12,IM-3004909919-198801,"3004.90.00.29 - Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.29,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0318,IM_0180
IMR-3004900039-201701,"3004.90.00.39 - Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes (Terminated 2017-12)",3004.90.00.39,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2017-01,2017-12,IM-3004909919-198801,"3004.90.00.29 - Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.29,"Medicaments,acting on central nervous system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0317,IM_0180
